# id:14-5383--14 
0,464.89721767341
1,480.37994686315
2,470.40149619027
3,439.493677128
4,337.66161737168
5,378.60985079119
6,279.89723900963
7,359.67315338879
8,326.85038290923
9,466.63636918373
10,193.21310518797
11,381.97747536323
12,331.9574769344
13,268.39493326639
14,375.98411290778
15,358.26380740445
16,420.52399090703
17,523.45733641035
18,415.41908315515
19,445.1235206921
20,336.06893668231
21,474.90099052267
22,245.10257006842
23,404.5024156647
24,337.42852683865
25,394.71922112884
26,460.98161227678
27,311.18706641044
28,287.63621957431
29,275.08573419227
30,257.52916229045
31,435.05851921195
32,374.69762497217
33,360.49845649437
34,466.70473890802
35,257.86116325345
36,472.20083671993
37,385.94613355284
38,262.29413220515
39,418.50408600313
40,269.1880678049
41,291.20183985744
42,163.07573968086
43,455.58960965217
44,333.88949284581
45,235.35888659891
46,358.15593460067
47,407.96852625714
48,276.02368160415
49,156.77189651715
50,298.17409863618
51,356.11353895513
52,273.32927661657
53,209.54473419893
54,297.85299863294
55,173.58208135197
56,232.24215626625
57,356.32414609365
58,333.93725791802
59,344.03320012187
60,310.36883278966
61,367.40066319627
62,261.08952598143
63,296.84151009299
64,346.63722230883
65,267.68302356519
66,261.79924154757
67,440.07989645998
68,319.99117367551
69,276.03734320265
70,326.38626850051
71,309.43704374619
72,352.69071148754
73,311.6871138548
74,285.15164642742
75,320.28347513349
76,357.08160910064
77,388.04857391557
78,336.59867839401
79,431.04347549311
80,175.1271877491
81,177.00628198076
82,307.47916544889
83,293.67300670027
84,273.99729627234
85,277.61042329007
86,222.78755616428
87,306.6517083106
88,164.80318471226
89,200.05005260845
90,248.709866607
91,285.3223612931
92,310.11914509323
93,239.49708604475
94,260.74187866985
95,281.53351097342
96,321.55559211727
97,346.65229694868
98,315.58006419404
99,378.99462853123
100,355.03179522229
101,292.73557376894
102,242.2052771278
103,184.36275133299
104,276.61482994505
105,192.51687870804
106,354.88557329525
107,146.99783304907
108,326.24707749738
109,162.17784886288
110,117.57091510238
111,132.06098648588
112,287.06073663829
113,258.8013477738
114,382.39588821724
